SEAWEA_ID,id,reservoir_name,dam_name,station_name,station_type,country,commission_year,status,dam_height_m,dam_length_m,max_area_km2,min_area_km2,normal_area_km2,max_capacity_mcm,min_capacity_mcm,normal_capacity_mcm,average_depth_m,dam_crest_elevation_m,reservoir_normal_elevation_m,reservoir_minimum_elevation_m,water_head_m,design_flow_m3s,power_mw,main_use,second_use,longitude,latitude,dynamic_id
469,253,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,9.3,98,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.442649,14.28787,
470,581,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.1,1.8,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.871193,14.023835,
471,58776,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.05,1.8,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.895645,14.051702,
472,578,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.2,2.2,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.414864,13.867478,
473,580,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.12,3.72,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.412132,13.597686,
474,379,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,3,73,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,99.536476,19.557076,
475,651,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.99,70.51,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.300738,13.019129,
476,577,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.1,1.42,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.334152,13.34886,
477,58775,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,4,60,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.634578,14.023257,
478,342,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.175,1.96,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.984924,18.183218,
479,58815,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.87,2.4,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.442764,17.97324,
480,58839,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.05,1.95,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.388191,14.258294,
481,748,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,1.4,7.5,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,101.95154,14.490474,
482,232,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.302,1.8,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.022774,14.438274,
483,58838,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.14,1.31,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.840546,15.000042,
484,58785,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,5.882,47,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.516769,17.018009,
485,409,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,1.3,45.784,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.680747,16.142632,
486,58860,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.14,1.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.627045,17.08075,
487,350,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.188,2.73,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,101.644463,17.580421,
488,444,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.278,1.606,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.101166,16.309542,
489,58826,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.3,2.558,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.270752,16.361847,
490,735,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.45,7.8,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.273506,16.282024,
491,2,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.85,4,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.146011,16.673046,
492,432,Lam Pha Young,Lam Pha Young,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,2007,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.063,4.137,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,Irrigation,SEAWEA_UNKNOWN,104.175956,16.661585,
493,419,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.156,3.35,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.198402,16.404165,
494,313,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.7,8.99,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.726273,16.972553,
495,59130,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,44,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.077256,16.089013,
496,58822,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.11,1.5,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.067101,16.956955,
497,58823,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.055779,16.96409,
498,308,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.24,4,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.034286,17.015659,
499,489,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.42,2.19,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.472866,17.341929,
500,58858,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.24,1.7,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.317497,16.5382,
501,58793,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.344925,16.532022,
502,7,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.52,6.52,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,101.994271,14.906889,
503,8,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.765,5,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.178248,14.392977,
504,175,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.302,1.5,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.304993,14.223002,
505,606,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.14,4.396,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.542786,14.34441,
506,695,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,1.65,43,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,99.887815,19.357178,
507,58768,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.95,8.4,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,101.642899,15.093822,
508,228,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.854,8.7,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,101.552152,15.11686,
509,227,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.182,2.967,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,101.969719,15.14621,
510,178,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.63,9.5,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.290741,15.358211,
511,472,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,3.3,42.6,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,101.528002,15.501507,
512,413,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.03,3.737,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.604668,15.690189,
513,58766,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.3,5.53,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.085352,14.807331,
514,176,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.12,3.578,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.520396,15.14845,
515,12,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,2,42,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,101.857327,14.667182,
516,346,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.73,37.29,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.582229,14.708513,
517,601,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,2.8,37.07,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.193424,14.512985,
518,188,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.23,3.43,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.797234,14.572382,
519,187,Huai Mekha,Huai Mekha,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1985,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.1,4.07,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,Irrigation,SEAWEA_UNKNOWN,103.070976,14.35668,
520,182,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.29,1.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.046944,14.363611,
521,183,Huai Ta Koh,Unknown 39,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,2011,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.5,3.25,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,Irrigation,SEAWEA_UNKNOWN,103.162643,14.369866,
522,191,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.03,1.56,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.841942,14.924191,
523,192,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.2,1.2,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.839645,14.977948,
524,355,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.945,3.3,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,101.950592,17.525827,
525,58845,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.02,1.57,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.401428,14.544277,
526,751,Ta Kao,Ta Kao,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1985,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.059,8.6,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,Irrigation,SEAWEA_UNKNOWN,103.611843,14.451056,
527,641,Phon Thong,Phon Thong,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1985,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,1.14,9.4,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,Irrigation,SEAWEA_UNKNOWN,103.716007,14.430484,
528,634,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.444,4.919,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.836515,15.274858,
529,533,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.033,1.012,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.701347,14.990871,
530,636,Ta Tum,Ta Tum,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1985,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.443,8,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,Irrigation,SEAWEA_UNKNOWN,103.740997,14.455789,
531,753,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.4,3.4,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.864914,14.428783,
532,708,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,5.858,35.807,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,101.666946,17.042553,
533,58898,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,33.84,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,99.866591,19.167113,
534,14,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.11,2.45,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.328901,15.095515,
535,58844,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.67,2.7,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.376414,15.066618,
536,15,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.6,8.03,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.57785,14.39745,
537,750,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.3,6.88,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.474968,14.388942,
